Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M08;1,6
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M07;1,53
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M06;0,71
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M05;0,82
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M04;0,48
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M03;0,8
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M02;3,74
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2010M01;4,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M12;0,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M11;1,04
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M10;0,91
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M09;1,64
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M08;0,85
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M07;1,17
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M06;1,27
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M05;1,74
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M04;1,41
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M03;1,53
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M02;3,83
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2009M01;4,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M12;2,28
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M11;0,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M10;0,7
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M09;2,25
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M08;1,87
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M07;1,07
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M06;0,69
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M05;1,07
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M04;0,86
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M03;0,5
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M02;4,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2008M01;2,1
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M12;1,53
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M11;0,87
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M10;0,34
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M09;1,15
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M08;1,65
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M07;1,29
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M06;0,69
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M05;0,74
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M04;0,77
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M03;1,89
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M02;3,57
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2007M01;2,02
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M12;2,06
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M11;0,29
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M10;1,04
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M09;0,91
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M08;0,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M07;1,49
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M06;0,57
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M05;0,33
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M04;0,9
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M03;1,36
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M02;5,34
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2006M01;4
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M12;2,75
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M11;0,91
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M10;1,04
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M09;1
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M08;0,69
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M07;1,49
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M06;0,34
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M05;0,42
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M04;0,83
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M03;2,08
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M02;4,69
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;11 Extremadura;2005M01;3,87
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2026M06;3,78
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2026M05;4,43
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2026M04;4,44
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2026M03;5,22
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2026M02;5,06
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2026M01;5,22
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M12;2,83
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M11;3,02
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M10;2,94
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M09;3,28
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M08;1,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M07;3,14
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M06;2,56
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M05;3,05
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M04;3,96
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M03;3,22
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M02;3,23
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2025M01;2,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M12;2,54
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M11;2,6
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M10;3,39
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M09;3,68
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M08;2,34
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M07;3,62
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M06;3,25
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M05;3,77
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M04;4,51
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M03;4,46
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M02;4,34
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2024M01;6,58
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M12;2,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M11;3,39
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M10;3,97
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M09;4,85
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M08;3,29
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M07;4,53
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M06;3,68
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M05;2,85
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M04;3,65
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M03;3,6
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M02;5,52
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2023M01;4,34
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M12;2,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M11;2,96
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M10;3,27
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M09;2,68
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M08;2,28
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M07;2,03
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M06;3,59
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M05;4,48
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M04;4,19
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M03;2,59
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M02;5,13
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2022M01;4,93
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M12;2,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M11;2,76
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M10;4,26
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M09;3,92
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M08;1,99
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M07;3,26
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M06;3,03
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M05;5,14
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M04;0,26
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M03;0,99
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M02;1,59
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2021M01;1,73
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M12;1,76
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M11;9,57
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M10;6,09
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M09;3,58
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M08;2,24
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M07;2,21
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M06;3,99
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M05;4,41
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M04;..
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M03;3,78
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M02;3,66
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2020M01;4,67
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M12;2,19
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M11;3,18
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M10;4,26
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M09;3,21
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M08;2,04
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M07;2,72
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M06;3,1
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M05;3,42
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M04;3,49
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M03;3,54
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M02;4,26
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2019M01;5,42
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M12;2,82
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M11;2,96
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M10;2,93
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M09;3,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M08;2,57
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M07;2,89
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M06;2,81
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M05;4,05
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M04;3,29
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M03;3,73
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M02;3,36
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2018M01;4,51
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M12;3
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M11;3,03
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M10;4,86
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M09;3,74
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M08;2,97
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M07;3,39
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M06;2,66
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M05;3,25
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M04;3,65
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M03;3,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M02;4,3
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2017M01;4,02
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M12;2,13
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M11;3,69
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M10;3,79
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M09;3,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M08;2,55
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M07;2,68
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M06;3,35
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M05;3,8
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M04;3,15
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M03;3,78
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M02;3,36
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2016M01;3,45
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M12;2,04
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M11;3,2
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M10;3,93
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M09;2,99
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M08;2,94
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M07;2,51
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M06;2,65
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M05;2,71
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M04;3,78
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M03;3,73
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M02;2,73
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2015M01;4,42
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2014M12;3,11
Total Nacional;07 Castilla y León;Pernoctaciones;Total Nacional;12 Galicia;2014M11;2,8
